firstnameid	lastnameid	playerjerseynameid	commonnameid	role4	role3	gkglovetypecode	role5	role2	role1	eyebrowcode	skintypecode	haircolorcode	facialhairtypecode	curve	jerseystylecode	agility	tattooback	accessorycode4	gksavetype	positioning	tattooleftarm	hairtypecode	facepsdlayer0	standingtackle	preferredposition3	longpassing	penalties	animfreekickstartposcode	lipcolor	isretiring	longshots	gkdiving	icontrait2	interceptions	shoecolorcode2	crossing	potential	gkreflexes	finishingcode1	reactions	composure	skinsurfacepack	vision	contractvaliduntil	finishing	dribbling	slidingtackle	accessorycode3	preferredposition5	accessorycolourcode1	headtypecode	driref	sprintspeed	undershortstyle	height	hasseasonaljersey	tattoohead	preferredposition2	strength	shoetypecode	birthdate	preferredposition1	tattooleftleg	skinmakeup	ballcontrol	phypos	shotpower	trait1	socklengthcode	weight	hashighqualityhead	eyedetail	tattoorightarm	icontrait1	balance	gender	headassetid	gkkicking	defspe	internationalrep	preferredposition6	shortpassing	freekickaccuracy	skillmoves	faceposerpreset	usercaneditname	avatarpomid	finishingcode2	aggression	acceleration	paskic	headingaccuracy	iscustomized	preferredposition7	runningcode2	modifier	gkhandling	eyecolorcode	jerseysleevelengthcode	sockstylecode	accessorycolourcode3	accessorycode1	playerjointeamdate	headclasscode	tattoofront	nationality	preferredfoot	sideburnscode	weakfootabilitytypecode	jumping	personality	gkkickstyle	stamina	playerid	accessorycolourcode4	gkpositioning	headvariation	skillmoveslikelihood	trait2	shohan	skintonecode	shortstyle	overallrating	smallsidedshoetypecode	emotion	runstylecode	facepsdlayer1	muscularitycode	skincomplexion	jerseyfit	accessorycode2	shoedesigncode	shoecolorcode1	hairstylecode	bodytypecode	animpenaltiesstartposcode	pacdiv	defensiveawareness	runningcode1	preferredposition4	volleys	accessorycolourcode2	tattoorightleg	facialhaircolorcode
37896	6775	6775	0	0	0	0	0	0	27	70101	0	19	287	54	1	69	0	0	0	60	0	118	0	24	27	45	57	0	0	0	54	14	0	21	31	49	67	14	0	45	50	223101	47	2026	58	62	22	0	-1	0	2506	62	70	0	176	3	0	12	51	148	153567	16	0	0	62	49	68	0	2	73	0	2	0	0	71	0	70322	15	23	1	-1	49	42	2	0	0	0	0	39	76	48	44	0	-1	0	1	15	9	0	1	0	0	161151	1	0	58	1	0	3	54	4	0	51	70322	0	14	0	1	0	59	2	0	58	501	3	0	0	0	1	2	0	0	30	0	2	0	73	15	0	-1	60	0	0	19
28441	9226	9226	0	0	0	0	0	0	44	60101	0	0	29	47	1	74	0	0	0	59	0	239	0	30	-1	52	51	0	0	0	56	14	0	19	31	58	66	13	0	56	54	220101	58	2027	63	60	24	0	-1	0	1004	61	82	0	187	3	0	-1	74	379	152302	25	0	0	60	69	61	0	0	80	0	2	0	0	52	0	70327	11	28	1	-1	57	38	1	0	0	0	0	55	80	55	60	0	-1	0	0	9	9	0	1	0	0	161162	1	0	126	1	0	2	80	3	0	69	70327	0	11	0	1	0	60	9	0	63	501	3	0	0	0	6	1	0	0	30	0	5	0	81	23	0	-1	59	0	0	0
34514	13705	13705	0	0	0	0	0	0	38	60101	0	17	0	48	1	76	0	0	0	58	0	1090	0	55	16	57	46	0	0	0	58	7	0	47	31	61	77	6	0	60	51	223101	59	2026	59	61	56	0	-1	0	8	63	63	0	178	3	0	14	47	363	154818	27	0	0	63	54	52	0	0	70	0	2	0	0	78	0	70328	14	51	1	-1	63	46	2	0	0	0	0	56	65	59	52	0	-1	0	0	12	3	0	1	0	0	161181	1	0	36	1	0	2	52	4	0	65	70328	0	15	0	1	0	56	1	0	62	501	2	0	0	0	1	0	0	0	30	0	1	0	64	48	0	-1	35	0	0	17
1497	38546	38546	0	0	0	0	0	0	3	2120101	0	0	29	33	1	66	0	0	0	57	0	57	0	58	12	54	37	0	0	0	52	14	0	56	31	58	74	13	0	57	58	223101	54	2029	55	60	55	0	-1	0	2002	62	74	0	179	3	0	7	56	379	154444	3	0	0	62	58	51	0	1	74	0	2	0	0	71	0	70330	6	56	1	-1	57	27	1	0	0	0	0	56	71	53	48	0	-1	0	2	14	1	0	1	0	0	161729	1	0	46	1	0	3	59	2	0	65	70330	0	8	0	1	0	52	3	0	61	501	3	0	0	0	1	2	0	0	30	0	2	0	73	56	0	-1	40	0	0	0
1904	5214	5214	0	0	0	0	0	38	22	2320000	0	3	37	52	1	81	0	0	0	64	0	923	0	58	18	62	52	0	0	0	64	11	0	61	31	58	76	12	0	63	65	223101	67	2027	63	71	53	0	-1	0	2017	71	68	0	176	3	0	27	56	379	154118	14	0	0	70	59	60	1048576	0	74	0	2	0	0	73	0	70331	6	51	1	-1	66	54	3	0	0	0	0	58	70	63	48	0	-1	0	0	11	3	0	1	0	0	161182	1	0	46	1	0	3	57	3	0	66	70331	0	11	0	2	0	62	4	0	65	501	3	0	0	0	1	2	0	0	30	0	1	0	69	36	0	-1	56	0	0	3
30704	5408	5408	0	0	0	0	0	0	11	1450101	0	0	0	23	1	47	0	0	0	28	0	660	0	70	-1	43	32	0	0	0	26	10	0	65	31	23	73	13	0	63	47	223101	36	2027	23	26	65	0	-1	0	20	41	56	0	185	3	0	-1	72	441	153099	5	0	0	55	68	35	0	2	76	0	2	0	0	60	0	70332	9	67	1	-1	49	26	1	0	0	0	0	66	55	38	65	0	-1	0	0	11	9	0	1	0	0	161522	1	0	60	1	0	3	70	3	0	62	70332	0	6	0	1	0	27	3	0	66	500	3	0	0	0	3	0	0	0	30	0	5	0	56	67	0	-1	26	0	0	0
13529	29422	29422	0	0	0	0	0	0	41	2150301	0	0	287	57	1	75	0	0	0	71	0	138	0	22	-1	60	69	0	0	0	70	7	0	23	31	38	81	13	0	71	54	223101	71	2031	68	65	20	0	-1	0	48	69	61	0	191	1	0	18	74	123	154840	25	0	0	74	65	66	0	1	74	0	2	0	0	67	0	70333	6	27	1	-1	70	54	2	0	0	0	0	35	63	61	76	0	-1	0	0	9	9	0	1	0	0	161718	1	0	60	1	0	3	82	4	0	68	70333	0	14	0	2	0	68	2	0	69	503	4	0	0	0	2	0	0	0	30	0	4	0	62	22	0	-1	65	0	0	0
17447	30960	16799	0	0	32	0	0	39	40	60101	0	6	287	70	1	72	0	0	0	68	0	1062	0	62	25	69	64	0	0	0	73	14	0	43	31	65	82	10	0	62	68	223101	69	2028	66	72	61	0	-1	0	1541	72	77	0	177	3	0	18	80	125	153761	27	0	0	74	73	75	1048576	1	75	0	2	0	0	79	0	70334	7	59	1	-1	75	63	2	0	0	0	0	58	78	70	66	0	-1	0	0	10	9	0	1	0	0	161718	1	0	60	1	0	3	83	4	0	69	70334	0	15	0	2	256	69	4	0	71	502	3	0	0	0	4	0	0	0	30	0	3	0	77	64	0	16	67	0	0	0
22230	32606	20678	0	0	0	0	0	18	17	2290101	0	20	0	46	1	62	0	0	0	65	0	65	0	68	-1	66	45	0	0	0	54	5	0	68	31	55	80	11	0	73	68	223101	66	2029	55	64	67	0	-1	0	1005	67	63	0	177	0	0	14	64	72	153840	10	0	0	70	65	58	0	0	75	0	2	0	0	69	0	70335	9	66	1	-1	69	48	1	0	0	0	0	67	62	63	48	0	-1	0	1	8	9	0	1	0	0	161555	1	0	60	1	0	3	59	2	0	66	70335	0	11	0	1	0	56	4	0	69	501	3	0	0	0	1	0	0	0	30	0	2	0	63	69	0	-1	60	0	0	0
4197	2488	2488	0	0	0	0	0	0	27	60101	0	3	0	43	1	71	0	0	0	49	0	672	0	20	-1	41	42	0	0	0	38	12	0	19	31	55	68	15	0	38	43	223101	45	2026	53	56	22	0	-1	0	3514	57	68	0	174	3	0	27	51	159	154384	16	0	0	56	48	49	0	0	72	0	2	0	0	77	0	70340	6	19	1	-1	50	30	1	0	0	0	0	35	72	47	33	0	-1	0	1	15	9	0	1	0	0	161151	1	0	55	2	0	2	47	2	0	54	70340	0	6	0	1	0	48	4	0	54	502	3	0	0	0	4	2	0	0	30	0	2	0	70	12	0	-1	38	0	0	3
458	4929	458	0	0	0	0	0	29	9	2150301	0	0	35	69	1	71	0	0	0	65	0	1066	2	71	-1	61	44	0	0	0	56	12	0	69	31	69	82	7	0	68	57	220101	56	2029	57	70	69	0	-1	0	1036	69	75	0	183	3	0	16	75	145	153288	7	0	0	71	73	70	0	0	76	0	2	0	0	64	0	70344	12	70	1	-1	71	45	2	0	0	0	0	61	76	65	65	0	-1	0	2	9	9	0	1	0	0	161174	0	0	136	2	0	3	80	4	0	76	70344	0	12	0	2	0	58	10	0	73	501	3	0	1	0	10	0	0	0	30	0	2	0	75	70	0	-1	43	0	0	0
11125	21468	21468	0	0	0	0	0	31	42	60101	0	0	35	65	1	72	0	0	0	79	0	573	0	32	14	50	71	0	0	0	72	12	0	35	31	43	80	11	0	71	73	223101	69	2029	79	73	22	0	-1	0	1503	74	73	0	177	3	0	18	69	366	152493	25	0	0	78	68	70	128	0	71	0	2	0	0	69	0	70415	6	36	1	-1	69	58	2	0	0	0	0	48	77	60	72	0	-1	0	0	7	5	0	1	0	7	161757	1	0	18	1	0	3	81	2	0	81	70415	0	12	0	2	0	75	2	0	75	502	4	0	0	0	1	2	8	0	30	0	1	0	75	34	0	-1	76	0	0	0
16599	3660	16598	16598	0	15	0	0	18	20	60102	0	0	248	60	1	69	0	0	0	71	0	390	0	70	-1	69	63	0	0	0	68	11	0	67	31	59	70	15	0	71	58	220101	67	2027	62	72	63	0	-1	1	1015	70	70	0	190	3	0	10	87	133	151504	14	0	0	70	83	68	67633168	0	87	0	2	0	0	60	0	70419	14	67	1	-1	71	65	2	0	0	0	0	69	73	67	68	0	-1	0	0	12	9	0	1	0	16	161159	1	0	54	1	0	3	85	4	0	85	70419	0	12	0	1	0	65	8	0	70	503	4	0	0	0	8	2	0	0	30	0	4	0	71	64	0	-1	62	0	0	0
12245	35244	35244	0	0	43	0	0	33	27	1140103	0	19	35	63	1	74	0	0	0	67	0	577	0	34	25	55	63	0	0	0	61	6	0	24	31	65	76	8	0	63	62	224001	69	2027	66	71	31	0	-1	0	1002	69	80	0	188	3	0	18	58	117	153240	16	0	0	69	59	71	0	2	68	0	2	0	0	59	0	70427	9	31	1	-1	60	64	2	0	0	0	0	48	75	62	47	0	-1	0	1	11	9	0	1	0	8	161175	1	0	47	1	0	4	61	2	0	70	70427	0	14	0	2	0	66	5	0	69	503	3	0	0	0	2	0	0	0	30	0	4	0	78	27	0	27	60	0	0	0
5590	6023	6023	0	0	0	0	0	41	23	60101	0	6	0	57	1	67	0	0	0	59	0	77	0	39	23	42	65	0	0	0	52	5	0	32	31	67	71	12	0	42	48	223101	58	2026	69	68	31	0	-1	0	3506	66	70	0	177	3	0	25	57	362	153652	12	0	0	69	53	66	0	0	75	0	2	0	0	65	0	70430	10	35	1	-1	45	48	2	0	0	0	0	42	70	52	48	0	-1	0	1	12	9	0	1	0	0	161151	1	0	52	1	0	3	57	4	0	54	70430	0	15	0	1	0	64	3	0	62	501	3	0	0	0	3	0	0	0	30	0	2	0	70	29	0	-1	59	0	0	0
44009	44010	44010	0	0	0	25	0	0	1	2150401	0	3	0	12	1	22	0	0	0	5	0	1078	0	15	-1	16	11	0	0	0	7	61	0	11	31	11	71	62	0	43	28	223101	40	2028	8	11	15	0	-1	0	24	62	27	0	188	3	0	-1	63	98	154063	0	0	0	11	59	44	0	0	82	0	2	0	0	36	0	70431	58	21	1	-1	28	15	0	0	0	0	0	29	17	58	11	0	-1	0	1	59	6	0	1	0	0	161517	1	0	52	1	0	2	50	2	3	22	70431	0	59	0	0	0	59	3	0	59	502	2	0	0	0	1	0	0	0	30	0	5	0	61	7	0	-1	7	0	0	0
4136	14841	14841	0	0	0	0	0	0	31	2150000	0	6	16	51	1	70	0	0	0	50	0	1070	0	50	-1	55	54	0	0	0	46	6	0	47	31	40	69	6	0	54	56	223101	55	2026	48	52	52	0	-1	0	20	56	67	0	177	3	0	14	45	378	154516	18	0	0	54	49	45	0	1	70	0	2	0	0	72	0	70432	11	50	1	-1	57	46	1	0	0	0	0	50	69	52	48	0	-1	0	0	15	9	0	1	0	0	161174	1	0	14	1	0	2	47	2	0	56	70432	0	10	0	1	0	47	1	0	55	501	3	0	0	0	1	0	0	0	30	0	1	0	68	51	0	-1	44	0	0	6
11402	24091	24091	0	0	0	4	0	0	1	60101	0	3	0	12	1	28	0	0	0	5	0	77	0	13	-1	25	17	0	0	0	8	64	0	13	31	13	68	60	0	45	38	223101	32	2026	8	6	13	0	-1	0	4010	60	33	0	190	3	0	-1	60	103	152528	0	0	0	13	63	47	0	0	81	0	2	0	0	25	0	70435	62	26	1	-1	16	12	0	0	0	0	0	17	22	62	13	0	-1	0	1	66	5	0	1	0	0	161534	1	0	52	1	0	2	52	4	3	26	70435	0	63	0	0	0	66	3	0	62	503	2	0	0	0	3	0	0	0	30	0	5	0	64	7	0	-1	7	0	0	0
10762	20367	20367	0	0	0	0	0	0	41	2290000	0	6	253	57	1	65	0	0	0	59	0	227	0	29	-1	47	57	0	0	0	57	5	0	35	31	38	70	12	0	57	55	223101	54	2028	65	57	29	0	-1	0	4013	59	80	0	186	0	0	-1	61	44	153224	25	0	0	58	59	60	0	2	79	0	2	0	0	68	0	70436	10	35	1	-1	57	38	1	0	0	0	0	48	70	50	57	0	-1	0	0	12	3	0	1	0	0	161176	1	0	21	1	0	3	66	4	0	63	70436	0	11	0	1	0	61	2	0	61	502	3	0	0	0	1	0	0	0	30	0	4	0	76	35	0	-1	60	0	0	3
36592	28873	28873	0	0	0	0	0	0	31	2120000	0	19	0	57	1	74	0	0	0	63	0	1285	0	42	-1	61	60	0	0	0	56	14	0	40	31	63	82	8	0	63	63	223101	63	2026	62	66	38	0	-1	0	1514	66	75	0	171	3	0	14	34	85	155314	18	0	0	62	45	65	0	0	68	0	2	0	0	74	0	70438	11	44	1	-1	64	59	2	0	0	0	0	57	79	63	55	0	-1	0	0	13	3	0	1	0	0	161170	1	0	52	1	0	3	55	3	0	55	70438	0	10	0	3	0	61	1	0	64	501	3	0	0	0	2	0	0	0	30	0	1	0	77	47	0	-1	49	0	0	5
24116	25783	25783	0	0	0	5	0	0	1	60101	0	3	0	10	0	36	0	0	0	7	0	672	0	11	-1	28	19	0	0	0	8	61	0	14	31	14	76	60	0	46	27	223101	44	2026	5	12	11	0	-1	0	44	60	27	0	185	4	0	-1	58	66	154424	0	0	0	12	65	47	0	2	78	0	2	0	0	59	0	70439	62	31	1	-1	22	13	0	0	0	0	0	18	33	62	14	0	-1	0	1	61	9	0	1	0	0	160786	1	0	52	2	0	2	54	3	3	24	70439	0	65	0	0	0	61	3	0	61	501	3	0	0	0	3	1	0	0	30	0	4	0	61	5	0	-1	9	0	0	0
9256	35824	35824	0	0	0	0	0	30	38	60101	0	6	0	64	1	73	0	0	0	61	0	1072	0	20	-1	46	62	0	0	0	71	11	0	18	31	59	75	8	0	51	60	223101	60	2027	67	66	25	0	-1	3	1550	66	72	0	174	3	0	16	61	96	153596	27	0	0	64	54	73	0	0	68	0	2	0	0	75	0	70440	8	23	1	-1	60	46	2	0	0	0	0	37	71	57	52	0	-1	0	0	15	3	0	1	0	6	161151	1	0	52	2	0	2	65	4	0	53	70440	0	14	0	2	0	68	3	0	64	501	3	0	0	0	3	0	0	0	30	0	2	0	72	20	0	-1	67	0	0	6
1476	22403	1485	0	0	30	0	0	43	33	60101	0	21	0	64	1	75	0	0	0	67	0	220	0	49	16	68	54	0	0	0	75	12	0	39	31	61	79	5	0	55	64	223101	63	2027	70	72	50	0	-1	3	1511	71	73	0	174	4	0	25	56	145	153936	18	0	0	71	56	72	8	2	71	0	2	0	0	78	0	70441	5	46	1	-1	76	70	2	0	0	0	0	49	83	68	53	0	-1	0	0	12	3	0	1	0	8	161151	1	0	52	1	0	3	68	4	0	59	70441	0	15	0	3	0	69	3	0	70	501	2	0	0	0	3	0	22	0	30	0	1	0	78	45	0	14	50	0	0	21
35607	31018	31018	0	0	0	0	0	0	7	2120401	0	21	0	33	1	66	0	0	0	42	0	226	0	43	-1	30	25	0	0	0	25	6	0	48	31	38	68	10	0	42	32	220101	33	2027	24	44	42	0	-1	0	1001	42	79	0	188	0	0	16	47	84	154759	7	0	0	31	49	39	0	0	63	0	2	0	0	59	0	70442	9	42	1	-1	31	26	1	0	0	0	0	50	77	33	40	0	-1	0	2	7	9	0	1	0	0	161173	1	0	95	2	0	3	47	2	0	52	70442	0	14	0	1	0	28	8	0	48	502	3	0	0	0	8	0	0	0	30	0	5	0	78	39	0	-1	26	0	0	21
22230	28655	28655	0	0	0	0	0	0	14	60101	0	0	58	43	1	68	0	0	0	55	0	1062	0	58	-1	55	48	0	0	0	45	6	0	60	31	43	68	13	0	58	41	223101	59	2025	34	60	53	0	-1	0	2508	62	69	0	174	3	0	14	31	379	153771	10	0	0	64	48	63	0	0	65	0	2	0	0	82	0	70443	10	59	1	-1	57	40	1	0	0	0	0	65	69	53	53	0	-1	0	1	11	9	0	1	0	0	160421	1	0	52	1	0	2	45	2	0	68	70443	0	14	0	1	0	44	4	0	60	501	3	0	0	0	4	0	0	0	30	0	2	0	69	63	0	-1	48	0	0	3
23203	17850	17850	0	0	0	0	0	0	38	2010101	0	20	0	43	1	71	0	0	0	48	0	664	0	27	16	48	46	0	0	0	49	8	0	26	31	51	65	8	0	41	51	220101	47	2025	57	63	26	0	-1	0	1046	62	77	0	178	3	0	25	51	44	153746	27	0	0	60	44	60	0	0	68	0	2	0	0	70	0	70444	7	27	1	-1	50	39	1	0	0	0	0	32	76	48	40	0	-1	0	0	9	9	0	1	0	0	161172	1	0	138	2	0	3	52	3	0	39	70444	0	8	0	3	0	55	9	0	57	503	2	0	0	0	9	2	0	0	30	0	1	0	77	22	0	-1	47	0	0	21
14127	19820	19820	0	0	0	28	0	0	1	60101	0	5	0	12	1	45	0	0	0	6	0	660	0	10	-1	34	21	0	0	0	9	55	0	12	31	10	76	56	0	54	22	223101	32	2028	10	11	12	0	-1	0	21	56	29	0	185	3	0	-1	40	379	154767	0	0	0	14	57	41	0	0	79	0	2	0	0	47	0	70445	55	26	1	-1	36	13	0	0	0	0	0	27	24	55	12	0	-1	0	1	54	10	0	1	0	0	161176	1	0	13	1	0	2	36	3	0	24	70445	0	57	0	0	0	54	1	0	56	501	3	0	0	0	1	0	0	0	30	0	5	0	55	10	0	-1	7	0	0	5
24969	12131	12131	0	0	0	0	0	0	11	60101	0	3	243	30	1	45	0	0	0	30	0	220	0	56	-1	42	35	0	0	0	29	5	0	58	31	37	71	11	0	53	47	223101	41	2026	28	47	54	0	-1	0	43	48	55	0	188	0	0	-1	71	34	154016	5	0	0	49	65	38	0	0	76	0	2	0	0	47	0	70446	7	56	1	-1	49	28	1	0	0	0	0	62	50	42	55	0	-1	0	0	8	1	0	1	0	0	160602	1	0	35	2	0	2	64	4	0	55	70446	0	14	0	1	2048	31	1	0	57	501	3	0	0	0	2	0	0	0	30	0	5	0	53	56	0	-1	25	0	0	3
454	3173	3173	0	0	0	0	0	7	47	2150301	0	21	246	45	1	71	0	0	0	61	0	1061	0	62	-1	60	48	0	0	0	57	15	0	62	31	69	82	14	0	58	55	224001	60	2029	48	76	61	0	-1	1	1036	72	81	0	178	3	0	-1	47	84	154729	7	0	0	72	51	58	0	1	70	0	2	0	0	69	0	70448	12	59	1	-1	64	35	2	0	0	0	0	52	78	61	41	0	-1	0	2	11	9	0	1	0	16	161726	1	0	129	2	0	3	52	2	0	57	70448	0	11	0	3	0	52	5	0	66	503	2	0	0	0	7	1	0	0	30	0	1	0	80	60	0	-1	41	0	0	0
11428	4144	4143	0	0	0	0	0	28	7	60101	0	3	0	53	1	60	0	0	0	49	0	79	0	66	-1	61	50	0	0	0	57	10	0	64	31	59	72	5	0	61	57	223101	58	2027	52	65	62	0	-1	0	3	64	66	0	188	0	0	16	65	30	153234	7	0	0	67	64	69	0	0	82	0	2	0	0	54	0	70450	6	63	1	-1	63	49	1	0	0	0	0	63	68	60	51	0	-1	0	2	12	3	0	1	0	0	161176	1	0	18	2	0	2	63	3	0	64	70450	0	12	0	1	0	56	5	0	65	501	3	0	0	0	5	0	0	0	30	0	4	0	67	62	0	-1	49	0	0	3
22230	24975	24975	0	0	0	0	0	0	27	60101	0	18	0	54	1	73	0	0	0	61	0	82	0	28	-1	49	50	0	0	0	55	8	0	16	31	61	80	5	0	61	62	220101	59	2029	59	69	23	0	-1	0	1037	68	73	0	172	3	0	27	41	106	154384	16	0	0	66	37	62	0	0	61	0	2	0	0	79	0	70458	12	23	1	-1	62	47	2	0	0	0	0	31	76	58	33	0	-1	0	1	12	9	0	1	0	0	161456	1	0	18	1	0	3	44	2	0	34	70458	0	7	0	2	0	58	9	0	64	502	3	0	0	0	9	2	0	0	30	0	1	0	74	18	0	-1	53	0	0	21
17470	40739	40739	0	0	0	0	0	0	41	60101	0	5	35	44	1	55	0	0	0	60	0	42	0	14	-1	38	59	0	0	0	59	9	0	12	31	31	76	10	0	60	58	223101	51	2028	66	63	16	0	-1	0	2002	62	65	0	188	3	0	-1	58	74	154237	25	0	0	64	55	64	0	1	73	0	2	0	0	54	0	70460	10	20	1	-1	59	38	1	0	0	0	0	39	57	47	65	0	-1	0	0	5	2	0	1	0	0	160630	1	0	34	1	0	3	63	3	0	60	70460	0	8	0	1	0	63	1	0	63	501	3	0	0	0	1	0	0	0	30	0	5	0	61	18	0	-1	58	0	0	2
14579	14309	14309	0	0	0	0	0	12	48	60101	0	0	259	48	1	40	0	0	0	24	0	672	0	68	-1	50	44	0	0	0	27	14	0	62	31	47	79	8	0	61	53	223101	51	2026	36	38	63	0	-1	0	55	49	64	0	192	3	0	-1	57	379	154676	5	0	0	66	58	46	0	0	84	0	2	0	0	55	0	70462	7	66	1	-1	65	30	1	0	0	0	0	61	65	54	61	0	-1	0	0	10	1	0	1	0	0	161102	1	0	48	1	0	3	65	4	0	55	70462	0	14	0	1	0	35	2	0	64	501	3	0	0	0	2	2	0	0	30	0	5	0	64	68	0	-1	24	0	0	0
27489	17224	17224	0	0	0	0	0	0	31	60101	0	3	0	61	1	50	0	0	0	54	0	643	0	54	14	69	50	0	0	0	51	5	0	44	31	56	78	5	0	56	62	220101	66	2027	50	61	52	0	-1	0	3001	59	67	0	193	3	0	16	68	74	154650	18	0	0	60	56	58	0	0	84	0	2	0	0	51	0	70465	8	52	1	-1	70	56	2	0	0	0	0	50	61	65	62	0	-1	0	0	10	9	0	1	0	0	161737	1	0	21	1	0	3	68	3	0	33	70465	0	13	0	2	0	52	5	0	61	501	4	0	0	0	6	0	0	0	30	0	5	0	64	52	0	-1	54	0	0	21
10188	967	967	0	0	33	0	0	22	18	1130000	0	0	0	70	1	70	0	0	0	66	0	2	0	61	-1	64	65	0	0	0	67	7	0	61	31	66	80	12	0	67	67	220101	67	2026	66	68	60	0	-1	0	1016	68	77	0	184	0	0	18	76	379	154175	14	0	0	67	73	70	0	0	70	0	2	0	0	70	0	70471	6	61	1	-1	70	61	1	0	0	0	0	69	75	67	64	0	-1	0	0	14	9	0	1	0	0	160816	1	0	133	1	0	3	80	3	0	67	70471	0	7	0	2	0	67	9	0	67	501	3	0	0	0	4	0	0	0	30	0	2	0	76	60	0	-1	66	0	0	0
36551	29965	29965	0	0	0	0	0	0	3	1140401	0	2	29	51	1	63	0	0	0	56	0	1071	0	65	12	62	38	0	0	0	41	13	0	62	31	65	74	10	0	66	63	223101	60	2028	44	66	62	0	-1	0	2508	66	60	0	180	3	0	10	63	145	153649	3	0	0	68	62	51	0	1	70	0	2	0	0	65	0	70473	9	62	1	-1	68	32	1	0	0	0	0	60	66	62	61	0	-1	0	2	12	1	0	1	0	7	161732	1	0	18	1	0	2	68	4	0	62	70473	0	13	0	1	0	45	1	0	66	501	3	0	0	0	1	2	0	0	30	0	2	0	63	59	0	-1	39	0	0	7
494	23009	23009	0	0	0	0	0	0	38	60101	0	0	16	58	1	80	0	0	0	59	0	4	0	21	16	44	52	0	0	0	61	9	0	18	31	53	74	15	0	53	67	220101	57	2026	64	73	18	0	-1	1	1031	72	73	0	178	3	0	25	40	169	153515	27	0	0	71	38	60	0	1	68	0	2	0	0	79	0	70475	6	21	1	-1	56	40	2	0	0	0	0	33	71	53	33	0	-1	0	0	9	9	3	1	0	16	161151	1	0	214	1	0	3	41	2	0	37	70475	0	10	0	3	0	62	9	0	64	501	4	0	0	0	9	0	0	0	30	0	1	0	72	21	0	-1	64	0	0	21
8861	35530	35530	0	0	0	0	0	0	18	20402	0	0	35	61	1	61	0	0	0	59	0	680	0	51	-1	68	50	0	0	0	53	13	0	47	31	59	79	10	0	50	63	220101	64	2030	49	78	44	0	-1	0	1016	72	63	0	181	3	0	18	56	85	154318	14	0	0	72	57	57	0	2	71	0	2	0	0	62	0	70477	14	47	1	-1	70	47	3	0	0	0	0	55	63	65	53	0	-1	0	0	13	9	0	1	0	0	161178	1	0	18	2	0	2	58	3	0	62	70477	0	10	0	2	0	52	7	0	64	501	3	0	0	0	6	2	0	0	30	0	1	0	63	41	0	-1	58	0	0	0
1586	27252	27252	0	0	0	0	0	0	41	60101	0	0	0	52	1	76	0	0	0	68	0	109	0	23	16	45	60	0	0	0	61	6	0	20	31	58	77	5	0	68	55	220101	54	2027	68	71	19	0	-1	0	1033	71	77	0	177	3	0	27	43	124	154345	25	0	0	71	54	66	0	0	70	0	2	0	0	75	0	70480	9	24	1	-1	61	41	1	0	0	0	0	70	78	55	48	0	-1	0	0	12	9	0	1	0	0	161414	1	0	46	1	0	3	53	2	0	65	70480	0	7	0	2	0	65	10	0	65	503	4	0	0	0	10	0	0	0	30	0	1	0	77	20	0	-1	55	0	0	21
175	7340	7340	0	0	0	0	0	0	18	60201	0	3	0	58	1	70	0	0	0	65	0	79	0	65	-1	61	48	0	0	0	52	6	0	63	31	52	79	7	0	65	56	223101	62	2027	60	62	62	0	-1	0	5001	63	63	0	180	0	0	10	55	302	154237	14	0	0	63	58	56	0	1	72	0	2	0	0	67	0	70481	6	63	1	-1	63	60	2	0	0	0	0	62	70	60	58	0	-1	0	0	13	3	0	1	0	0	161388	1	0	27	1	0	4	63	3	0	60	70481	0	11	0	2	0	57	5	0	62	500	2	0	0	0	5	0	0	0	30	0	2	0	66	62	0	-1	62	0	0	21
25061	16208	16208	0	0	0	0	0	0	11	2150000	0	3	0	44	1	38	0	0	0	42	0	1068	0	68	-1	63	44	0	0	0	41	15	0	70	31	35	81	6	0	60	50	223101	44	2028	34	53	65	0	-1	0	2004	53	50	0	192	0	0	-1	82	95	153665	5	0	0	61	69	63	0	2	78	0	2	0	0	35	0	70482	9	68	1	-1	62	34	1	0	0	0	0	64	38	51	67	0	-1	0	0	14	9	0	1	0	0	161768	1	0	51	1	0	3	70	3	0	45	70482	0	14	0	1	0	42	2	0	68	503	3	0	0	0	1	2	0	0	30	0	5	0	45	68	0	-1	35	0	0	20
32504	8016	8016	0	0	0	0	0	0	41	2360000	1	3	0	46	1	54	0	0	0	51	0	58	0	17	-1	33	61	0	0	0	48	8	0	17	31	31	67	5	0	47	48	232001	55	2026	52	57	15	0	-1	0	2	55	64	0	170	3	0	-1	51	84	154700	25	0	0	50	48	54	0	1	68	0	0	0	0	77	0	70483	9	20	1	-1	48	29	1	0	0	0	0	29	63	43	48	0	-1	0	0	14	9	0	1	0	0	161333	1	0	42	1	0	2	49	4	0	58	70483	0	7	0	1	0	52	1	0	52	503	3	0	0	0	2	2	0	0	30	0	8	0	64	18	0	-1	48	0	0	3
